id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price,density_proxy
3396200090,20140520T000000,639000,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,13.367661298303675,0.15284028190540885
1245500099,20150506T000000,702000,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,13.461690107508359,0.2099684028131689
9831200520,20141006T000000,1443920,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,14.182872887797036,0.522
923000280,20140722T000000,699000,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,13.457407451830088,0.2035561005518087
739800250,20150222T000000,269000,3,2.25,1420,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,12.502470376049185,0.23318506537269174
293760050,20140627T000000,1050000,4,4.25,4390,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,13.864301674514206,0.33041537933401993
1088020070,20141216T000000,645000,4,2.25,2070,8720,1.0,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,13.377007146164305,0.25616921269095183
7853340960,20150227T000000,425590,3,2.75,1940,3088,2.0,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335,12.961234070169438,0.6038543897216274
3819800580,20141204T000000,400000,4,2.0,2070,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,12.899222326086994,0.17407407407407408
3211200460,20140806T000000,389000,4,1.0,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,12.871337193291367,0.2
263000291,20140904T000000,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,12.979649382005148,0.2222222222222222
3345100251,20150217T000000,429900,4,1.5,1820,17918,1.0,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241,12.971310228604022,0.12400761104914376
2655500241,20140814T000000,1699000,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,14.345550989235415,0.28526836035723574
7454001280,20140611T000000,220000,3,1.0,1050,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,12.301387370778713,0.11746031746031746
984200690,20140618T000000,299000,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,12.608202196848836,0.23104880581516096
5332200515,20150209T000000,1050000,3,1.75,2650,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,13.864301674514206,0.2823529411764706
7973202225,20150106T000000,154200,4,1.0,1310,8640,1.0,0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,11.946012225174645,0.15162037037037038
4340610080,20140804T000000,269500,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,12.504327379899443,0.6716666666666666
269000221,20140826T000000,779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,13.565767608549109,0.3307291666666667
2420069251,20150225T000000,262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,12.476103599529843,0.10953976947600752
2225039130,20140625T000000,957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,13.771559715366624,0.5499477897667943
3904100065,20141028T000000,340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,12.73670383776449,0.10261898766053891
7625702263,20140612T000000,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,12.904209855160254,1.0808179162609541
4140090240,20141105T000000,520000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,13.161586013632684,0.273015873015873
4037400295,20140730T000000,618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,13.334245354561496,0.2023529411764706
5016001285,20140609T000000,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,13.527829818844937,0.344
1972201772,20150409T000000,650000,2,2.5,1470,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,13.384729180332174,1.1526479750778815
1310700210,20140603T000000,268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,12.498745990829315,0.23452380952380952
2622059138,20150416T000000,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,12.733758336210744,0.08695652173913043
8651443420,20141017T000000,280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,12.54254845357358,0.24193548387096775
7287100035,20140731T000000,380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,12.847929163278053,0.16467718044785223
2459500310,20150218T000000,358000,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,12.788291058675025,0.23641917917386107
4232900310,20141029T000000,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,14.173185701536545,0.5027777777777778
8945000260,20140722T000000,209950,4,1.0,1630,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,12.254629449139815,0.13238402491934587
1545806510,20140820T000000,260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,12.468440756144114,0.21125
6649900301,20141231T000000,579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,13.269059483669357,0.13268608414239483
5315100805,20141218T000000,650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,13.384729180332174,0.2375960866526904
7708200880,20140923T000000,562500,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,13.24014819083691,0.5013927576601671
7925100271,20140520T000000,430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,12.971542813248437,0.29777777777777775
6163901061,20141211T000000,329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,12.703816069256568,0.14837092731829574
3404700041,20140929T000000,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,13.217675375388819,0.06864864864864866
161000120,20141118T000000,650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,13.384729180332174,0.4083333333333333
7649400170,20141205T000000,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,13.42246945133505,0.5113336847654191
1529300115,20140602T000000,455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,13.02805489573287,0.3548817060979673
6918720100,20150130T000000,665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,13.407543823396258,0.26956521739130435
5244800915,20141016T000000,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,13.567050480716235,0.3025
1560800150,20150405T000000,450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,13.017005083966255,0.2533532041728763
5191100180,20141106T000000,1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,13.820499094499693,0.5329866753331167
2923039017,20140717T000000,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,13.1421679654829,0.010885673483684962
6204200470,20150318T000000,515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,13.151924121391561,0.2648205403952144
3832150190,20140520T000000,263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,12.479913113434042,0.18325214567385759
4385700185,20140812T000000,799950,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,13.592305754774207,0.5454545454545454
9407150100,20140625T000000,285000,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,12.560247968016562,0.256
2044500213,20150126T000000,449000,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,13.014780393893403,0.21202399218858975
1623049133,20140729T000000,205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,12.230770136157428,0.21806853582554517
3625059166,20150107T000000,553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,13.223115088821102,0.11855527984560242
4389200796,20140522T000000,1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,14.285514812209815,0.2828535669586984
7955050250,20141125T000000,442500,4,2.25,1840,7575,1.0,0,0,4,7,1390,450,1973,0,98034,47.7328,-122.198,1820,7500,13.000198003314573,0.24266666666666667
9412400185,20140619T000000,1309500,4,4.5,4750,13912,2.0,0,2,3,10,3600,1150,2005,0,98118,47.5332,-122.265,3600,22124,14.08515670657986,0.16271921894774904
1926069054,20140508T000000,450000,3,2.0,1510,43560,1.0,0,0,3,7,1510,0,1954,0,98077,47.7218,-122.079,2060,67756,13.017005083966255,0.0304032115237027
2425700005,20150428T000000,760000,3,1.75,1410,15120,1.0,0,0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,13.541075028051122,0.12433862433862433
7215730430,20140903T000000,705000,4,3.0,3150,9318,2.0,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318,13.465954500233115,0.3380553766902769
2287000030,20141014T000000,811000,3,1.75,1870,9897,1.0,0,0,4,8,1870,0,1960,0,98040,47.5505,-122.221,1900,10005,13.606024566142413,0.18990504747626186
3862710200,20140925T000000,414000,3,2.5,1790,3754,2.0,0,0,3,8,1790,0,2013,0,98065,47.534,-121.841,1800,3393,12.933623668263472,0.5305039787798409
476000118,20141212T000000,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,98107,47.6714,-122.392,1280,1295,13.081439294339882,0.9884169884169884
2726049034,20141110T000000,2000000,3,3.25,2610,16387,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958,14.508658238524095,0.19987652415496218
3221079055,20150325T000000,367000,3,2.5,2260,93218,1.0,0,2,4,6,2260,0,1998,0,98022,47.2582,-121.935,2180,111078,12.813119851828635,0.01962584850285385
3127200041,20140613T000000,589000,4,3.0,2440,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,13.286183160425152,0.23854166666666668
937000280,20150220T000000,199000,4,1.0,1280,10521,1.5,0,0,3,7,1280,0,1960,0,98198,47.4215,-122.289,1540,9384,12.201065128819632,0.16410912190963342
4083802425,20141010T000000,608000,3,1.5,2240,3750,1.0,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,13.317931805683793,0.46176470588235297
7199340480,20141029T000000,495000,3,2.25,1780,8050,1.0,0,0,4,7,1230,550,1979,0,98052,47.6977,-122.126,1780,7200,13.112315061750808,0.24722222222222223
1953400045,20150423T000000,385000,4,3.0,2253,7700,2.0,0,0,3,7,2253,0,1957,2014,98198,47.3935,-122.3,1786,9052,12.861001210669146,0.1973044631020769
7697000150,20141002T000000,284000,3,2.5,1660,4083,2.0,0,0,3,7,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,12.556733038263905,0.4404208465867384
7338200240,20140516T000000,437500,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,12.98883427049148,0.07272208755168971
6021503451,20140822T000000,443600,3,2.5,1430,1056,3.0,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,13.002680788738946,0.6135831381733021
3630200460,20150327T000000,790000,3,2.75,2460,3600,2.0,0,0,3,9,2460,0,2007,0,98029,47.5409,-121.994,2570,3600,13.579789490265188,0.7138888888888889
687600110,20141020T000000,778000,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,1974,0,98005,47.6386,-122.183,3020,35291,13.564483088506746,0.08557422572327222
6788200596,20141016T000000,1285000,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,14.06627005452127,0.4631578947368421
3205400140,20140630T000000,385000,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,1968,0,98034,47.721,-122.179,1450,7650,12.861001210669146,0.1895424836601307
4037200075,20140911T000000,662500,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,13.403777346275337,0.18084066471163246
7695470120,20140808T000000,610000,3,2.5,2260,33042,1.0,0,0,3,9,1660,600,1986,0,98077,47.7634,-122.086,2600,40115,13.321215875492413,0.06481366072541443
7202290180,20150102T000000,476000,3,2.5,1440,3840,2.0,0,0,3,7,1440,0,2001,0,98053,47.6873,-122.043,1600,3131,13.073175234051686,0.5110188438198658
6159400060,20140805T000000,365000,3,1.5,1640,8301,1.0,0,0,3,7,1290,350,1958,0,98155,47.7443,-122.327,1640,8955,12.807655372286902,0.18313791178112787
3830630060,20140929T000000,245000,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,12.409017571151187,0.25240012387736144
1774200230,20150120T000000,585000,6,3.0,3870,43787,2.0,0,0,3,8,2700,1170,1976,0,98077,47.7642,-122.098,2600,35381,13.279368835614243,0.0734857691981572
8856500120,20150210T000000,278800,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,98031,47.3895,-122.222,2090,8100,12.538253544662647,0.2580246913580247
2329800240,20150218T000000,285000,4,3.0,1900,7194,2.0,0,0,4,7,1900,0,1988,0,98042,47.3768,-122.117,1690,7194,12.560247968016562,0.2349179872115652
4307330120,20140917T000000,320000,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2003,0,98056,47.4794,-122.182,2160,4621,12.676079399771027,0.4674312919281541
3629970680,20141112T000000,524950,2,2.5,1830,2856,2.0,0,0,3,7,1830,0,2005,0,98029,47.5524,-121.996,1850,2667,13.1710602038846,0.693663292088489
4309700190,20140724T000000,725000,4,2.5,3300,28433,2.0,0,0,3,9,3300,0,1998,0,98059,47.5072,-122.112,3550,26386,13.493928313146206,0.1345410444932919
3062600050,20140714T000000,745000,3,2.75,3010,12432,1.0,0,0,4,8,1890,1120,1970,0,98052,47.6392,-122.108,2500,12432,13.521140839642674,0.2010939510939511
5538300460,20141210T000000,465000,5,1.5,1830,9000,1.0,0,2,3,7,1030,800,1955,0,98155,47.7488,-122.292,2610,11175,13.049794835104816,0.23355704697986576
3278600900,20141231T000000,443000,3,2.5,1780,2778,2.0,0,0,3,8,1530,250,2007,0,98126,47.5487,-122.372,1380,1998,13.001327306361068,0.6906906906906907
2414600195,20140721T000000,210000,3,1.0,1520,8600,1.0,0,0,3,6,1040,480,1951,0,98168,47.5134,-122.335,1320,8600,12.25486757159303,0.15348837209302327
1786630160,20140711T000000,344200,4,2.5,2490,5812,2.0,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,12.74898106804298,0.44743845642049235
8594400370,20150205T000000,299900,3,2.25,1560,35026,1.0,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,35160,12.611207699176356,0.047212741751990896
226059120,20150123T000000,615000,3,1.75,2110,56192,1.0,0,0,3,7,1480,630,1978,0,98072,47.7701,-122.138,2570,46609,13.329379172803593,0.055139565320002575
